STABR,LIBID,LIBNAME,CNTY,BKMOB,MASTER,LIBRARIA,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,STAFFEXP,PRMATEXP,ELMATEXP,OTHMATEX,TOTEXPCO,OTHOPEXP,TOTOPEXP,LCAP_REV,SCAP_REV,FCAP_REV,OCAP_REV,CAP_REV,CAPITAL,BKVOL,EBOOK,DB_LO_OT,DB_ST,DATABASE,SUBSCRIP,HRS_OPEN,VISITS,REGBOR,TOTCIR,ELMATCIR,GPTERMS,PITUSR,YR_SUB,OBEREG,FIPSST,FIPSCO,FIPSPLAC,CNTYPOP,LAT,LON
AL,506-002,RAINBOW CITY PUBLIC LIBRARY,ETOWAH,0,1,1,$373752.00,$9516.00,$0.00,0,$383268.00,$251340.00,$45013.00,$13430.00,$7852.00,$66295.00,65633,$383268.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,53713,18255,3,70,73,66,2773,80172,14666,101567,3998,13,9746,2014,5,1,55,63288,103962,33.950372,-86.046756
AL,508-001,DEMOPOLIS PUBLIC LIBRARY,MARENGO,0,3,5,$296554.00,$6043.00,$22800.00,17304,$342701.00,$203660.00,$24668.00,$4899.00,$4976.00,$34543.00,94395,$332598.00,$0.00,$0.00,$0.00,$0.00,$0.00,$76800.00,26674,1649,2,70,72,36,1764,87000,10552,49793,1831,17,14165,2014,5,1,91,20296,20228,32.5173396,-87.8362042
AL,508-002,MARENGO COUNTY PUBLIC LIBRARY,MARENGO,0,0,1,$53941.00,$5900.00,$5250.00,12046,$77137.00,,$10116.00,$0.00,$1152.00,$11268.00,,$73155.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,8725,0,0,70,70,0,1740,14625,2073,11159,0,15,7482,2014,5,1,91,43240,20228,32.3073678,-87.7964092
AL,509-000,MARSHALL COUNTY COOPERATIVE LIBRARY,MARSHALL,1,1,1,$23204.00,$45513.00,$0.00,1500,$70217.00,,$27401.00,$0.00,$0.00,$27401.00,,$68463.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,12761,0,0,70,70,0,1550,4650,1128,21910,0,0,0,2014,5,1,95,988,94569,34.2572669,-86.2102182
AL,509-001,ARAB PUBLIC LIBRARY,MARSHALL,0,0,1,$229238.00,$8084.00,$0.00,9835,$247157.00,$184118.00,$20908.00,$3000.00,$7335.00,$31243.00,30121,$245482.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1675.00,55021,20620,0,70,70,50,2210,24793,15780,54900,3388,24,16793,2014,5,1,95,2116,94569,34.3203564,-86.4969444
AL,509-002,BOAZ PUBLIC LIBRARY,MARSHALL,0,0,1,$292084.00,$9463.00,$0.00,0,$301547.00,$187293.00,$23680.00,$3000.00,$2191.00,$28871.00,85166,$301330.00,$10000.00,$0.00,$0.00,$0.00,$10000.00,$9950.00,49319,20620,2,70,72,71,2799,35153,14916,133790,5532,18,21099,2014,5,1,95,7912,94569,34.2007876,-86.1618496
AL,509-003,GUNTERSVILLE PUBLIC LIBRARY,MARSHALL,0,3,3,$317500.00,$8221.00,$7000.00,26018,$358739.00,$264359.00,$30338.00,$3278.00,$10431.00,$44047.00,47209,$355615.00,$0.00,$0.00,$0.00,$0.00,$0.00,$6000.00,40706,3581,8,70,78,82,2236,61233,12263,96120,8320,12,14115,2014,5,1,95,32416,94569,34.349128,-86.3021338
AL,509-004,ALBERTVILLE PUBLIC LIBRARY,MARSHALL,0,0,1,$271426.00,$21226.00,$0.00,12670,$305322.00,$220650.00,$24775.00,$5715.00,$10389.00,$40879.00,34002,$295531.00,$0.00,$0.00,$0.00,$0.00,$0.00,$833.00,81796,50,1,70,71,0,2180,130000,25517,91187,2655,13,15462,2014,5,1,95,988,94569,34.2644447,-86.2030013
AL,510-000,HARRISON REGIONAL LIBRARY SYSTEM,SHELBY,0,1.25,5.25,$325000.00,$45880.00,$10000.00,11250,$392130.00,$266291.00,$27070.00,$31455.00,$18833.00,$77358.00,117519,$461168.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,32321,23329,7,70,77,15,4113,38242,1752,60994,44489,10,2610,2014,5,1,117,16768,204196,33.1853806,-86.6076137
AL,510-001,ALABASTER - ALBERT L. SCOTT LIBRARY,SHELBY,0,4,5,$740748.00,$26925.00,$0.00,0,$767673.00,$552774.00,$85308.00,$3000.00,$21586.00,$109894.00,105005,$767673.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,47188,23329,7,70,77,111,3036,128284,14602,187134,9794,8,14014,2014,5,1,117,820,204196,33.2443077,-86.8266374
AL,510-002,CALERA PUBLIC LIBRARY,SHELBY,0,0,4,$316869.00,$8238.00,$0.00,0,$325107.00,$231569.00,$18000.00,$0.00,$8000.00,$26000.00,38300,$295869.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,39775,23329,7,70,77,0,3142,42442,8458,98470,44489,12,11505,2014,5,1,117,11416,204196,33.0969663,-86.76927
AL,510-003,COLUMBIANA PUBLIC LIBRARY,SHELBY,0,1,1,$214968.00,$4225.00,$7000.00,10153,$236346.00,$124652.00,$22072.00,$500.00,$14901.00,$37473.00,45300,$207425.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,29353,23329,7,70,77,11,2600,55000,5606,90898,44489,9,9632,2014,5,1,117,16768,204196,33.1853806,-86.6076137
AL,510-004,HELENA - JANE B. HOLMES PUBLIC LIBRARY,SHELBY,0,0,1,$197903.00,$12925.00,$0.00,23480,$234308.00,$172751.00,$10242.00,$250.00,$18112.00,$28604.00,42255,$243610.00,$0.00,$0.00,$0.00,$0.00,$0.00,$8244.00,25084,23329,7,70,77,34,2196,31729,7302,172633,52420,13,7329,2014,5,1,117,34024,204196,33.2898063,-86.8425123
AL,510-005,VINCENT - LALLOUISE F. MCGRAW LIBRARY,SHELBY,0,0,1,$42938.00,$2009.00,$0.00,1077,$46024.00,,$3206.00,$0.00,$1168.00,$4374.00,,$46024.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,7920,23329,7,70,77,0,1560,6000,978,48598,44489,13,4634,2014,5,1,117,79008,204196,33.4052714,-86.4168041
AL,510-006,MONTEVALLO - PARNELL MEMORIAL LIBRARY,SHELBY,0,1,8,$188854.00,$6353.00,$0.00,25618,$220825.00,$93951.00,$6139.00,$250.00,$4032.00,$10421.00,87844,$192216.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,24951,32850,7,70,77,7,2180,40000,5238,79537,32849,29,12102,2014,5,1,117,50312,204196,33.0938698,-86.8448327
AL,510-007,PELHAM PUBLIC LIBRARY,SHELBY,0,6,11,$1043558.00,$21355.00,$15000.00,27003,$1106916.00,$843925.00,$34981.00,$10394.00,$17478.00,$62853.00,200138,$1106916.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,48728,18727,4,70,74,45,3040,121694,15564,458924,10764,16,15083,2014,5,1,117,58848,204196,33.2879651,-86.8108402
AL,510-008,WILSONVILLE - VERNICE STOUDENMIRE LIBRARY,SHELBY,0,0,1,$28362.00,$1687.00,$0.00,1115,$31164.00,,$2361.00,$50.00,$1603.00,$4014.00,,$25918.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,7346,23329,7,70,77,0,1571,5993,364,48482,42489,6,1121,2014,5,1,117,82848,204196,33.2360487,-86.4841584
AL,AL8003 - 1,NORTH SHELBY LIBRARY,SHELBY,0,6,8,$1006827.00,$41937.00,$0.00,0,$1048764.00,$527191.00,$26227.00,$5652.00,$16005.00,$47884.00,473689,$1048764.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,69319,7046,2,70,72,30,3822,175000,19722,305177,18964,18,10605,2014,5,1,117,58848,204196,33.3650849,-86.7170245
AL,511-001,ALICEVILLE PUBLIC LIBRARY,PICKENS,0,0,1,$55000.00,$2713.00,$0.00,13419,$71132.00,$49386.00,$2665.00,$0.00,$64.00,$2729.00,19962,$72077.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,19799,0,0,70,70,0,1750,15566,5015,11841,0,28,5619,2014,5,1,107,1228,19383,33.1293647,-88.1478147
AL,511-002,CARROLLTON PUBLIC LIBRARY,PICKENS,0,0,0.6,$20229.00,$1584.00,$7000.00,3224,$32037.00,,$7817.00,$0.00,$2080.00,$9897.00,,$32198.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,17675,0,0,70,70,3,1352,7687,3547,8566,0,28,4655,2014,5,1,107,12304,19383,33.2570984,-88.094376
AL,511-003,GORDO - RUTH HOLLIMAN MEMORIAL PUBLIC LIBRARY,PICKENS,0,0,0.78,$25250.00,$2144.00,$4659.00,3000,$35053.00,,$6568.00,$0.00,$587.00,$7155.00,,$32934.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,14002,0,0,70,70,0,1422,9453,3420,12135,0,13,2727,2014,5,1,107,30736,19383,33.318245,-87.9030931
AL,511-004,REFORM PUBLIC LIBRARY,PICKENS,0,0,1,$36332.00,$0.00,$6400.00,0,$42732.00,,$1437.00,$0.00,$0.00,$1437.00,,$37792.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,15919,0,0,70,70,0,1616,16000,3539,11701,0,8,8700,2014,5,1,107,64104,19383,33.3767418,-88.0159554
AL,512-000,ST. CLAIR COUNTY LIBRARY,ST. CLAIR,0,1,2.8,$93930.00,$34263.00,$10000.00,7708,$145901.00,$96096.00,$18653.00,$0.00,$8786.00,$27439.00,19784,$143319.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,14800,0,0,70,70,19,2080,7483,2187,15030,0,9,2177,2014,5,1,115,2908,86244,33.8372552,-86.252813
AL,512-001,ASHVILLE PUBLIC LIBRARY,ST. CLAIR,0,0,0.75,$33777.00,$2240.00,$7000.00,4529,$47546.00,,$8089.00,$0.00,$1926.00,$10015.00,,$45943.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,16480,0,0,70,70,5,1560,4382,3111,3371,0,5,965,2014,5,1,115,2908,86244,33.836515,-86.2538416
AL,512-002,MOODY - DORIS STANLEY MEMORIAL LIBRARY,ST. CLAIR,0,0,2.75,$108055.00,$18068.00,$10322.00,500,$136945.00,$80195.00,$19422.00,$2783.00,$9056.00,$31261.00,15277,$126733.00,$1000.00,$0.00,$0.00,$0.00,$1000.00,$904.00,20031,3592,3,70,73,0,2080,19648,6244,30697,321,14,5803,2014,5,1,115,51096,86244,33.59037,-86.485362
AL,512-003,ODENVILLE PUBLIC LIBRARY,ST. CLAIR,0,0,2,$74154.00,$10166.00,$8296.00,299,$92915.00,,$10078.00,$3000.00,$5326.00,$18404.00,,$88004.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,17396,16588,1,70,71,7,1832,19671,2209,22416,1065,15,4657,2014,5,1,115,56400,86244,33.6829026,-86.396313
AL,999-031,PELL CITY PUBLIC LIBRARY,ST. CLAIR,0,1,4,$330922.00,$21243.00,$0.00,4825,$356990.00,$257880.00,$25003.00,$9060.00,$6862.00,$40925.00,58185,$356990.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,33561,6510,3,70,73,19,2652,56580,14806,76176,3976,15,30287,2014,5,1,115,58896,86244,33.5871996,-86.2860134
AL,513-001,YORK - HIGHTOWER MEMORIAL LIBRARY,SUMTER,0,0,0.4,$29564.00,$2791.00,$0.00,1554,$33909.00,,$4105.00,$0.00,$0.00,$4105.00,,$32125.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,12960,0,0,70,70,11,1196,4573,1377,4218,0,8,1982,2014,5,1,119,84096,13345,32.4864668,-88.2963388
AL,513-002,LIVINGSTON - RUBY PICKENS TARTT PUBLIC LIBRARY,SUMTER,0,1,2,$132838.00,$8954.00,$3000.00,12058,$156850.00,$102697.00,$20935.00,$4657.00,$2522.00,$28114.00,26617,$157428.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,33387,957,0,70,70,33,2252,14185,2956,26278,261,10,2894,2014,5,1,119,43720,13345,32.5843336,-88.1893487
AL,514-001,ANNISTON - CALHOUN COUNTY PUBLIC LIBRARY,CALHOUN,1,3,9,$673700.00,$76718.00,$0.00,112960,$863378.00,$609177.00,$46738.00,$8443.00,$20140.00,$75321.00,178818,$863316.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,104698,13750,1,70,71,79,5063,105609,26778,184448,12642,76,78857,2014,5,1,15,1852,116547,33.6571016,-85.8282323
AL,514-002,JACKSONVILLE PUBLIC LIBRARY,CALHOUN,0,1,7.2,$516001.00,$10177.00,$0.00,0,$526178.00,$335743.00,$38090.00,$2000.00,$20526.00,$60616.00,41469,$437828.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,56293,3379,0,70,70,62,2496,56876,11019,87008,3563,51,10736,2014,5,1,15,38272,116547,33.812728,-85.761294
AL,514-003,PIEDMONT PUBLIC LIBRARY,CALHOUN,0,0,1,$72379.00,$4808.00,$0.00,4241,$81428.00,$46529.00,$8726.00,$1500.00,$4582.00,$14808.00,15850,$77187.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,14531,100101,0,70,70,19,2173,32000,2907,25604,1389,11,3220,2014,5,1,15,59640,116547,33.9234694,-85.6135761
AL,999-001,AKRON PUBLIC LIBRARY,HALE,0,0,0.68,$6096.00,$1969.00,$0.00,0,$8065.00,,$984.00,$0.00,$0.00,$984.00,,$6068.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,3110,0,0,70,70,0,1248,425,80,1040,0,3,30,2014,5,1,65,676,15311,32.877488,-87.735677
AL,999-002,DOTHAN / HOUSTON-LOVE MEMORIAL LIBRARY,HOUSTON,1,4,13,$714734.00,$101572.00,$20413.00,103560,$940279.00,$532964.00,$127795.00,$35000.00,$10871.00,$173666.00,235080,$941710.00,$250000.00,$0.00,$0.00,$3372098.00,$3622098.00,$3622098.00,132379,8895,16,70,86,136,6062,209449,75511,205097,24495,76,51061,2014,5,1,69,21184,103626,31.227956,-85.395248
AL,999-003,BLOUNTSVILLE PUBLIC LIBRARY,BLOUNT,0,0,1,$93839.00,$13931.00,$0.00,6500,$114270.00,$93000.00,$11777.00,$0.00,$0.00,$11777.00,12000,$116777.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,20900,0,57,70,127,47,2000,20000,7250,24259,0,11,5000,2014,5,1,9,7456,57720,34.0789393,-86.5899637
AL,999-004,CHEROKEE PUBLIC LIBRARY,COLBERT,0,0,2,$11500.00,$5419.00,$0.00,1300,$18219.00,,$1283.00,$175.00,$505.00,$1963.00,,$16730.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,21137,0,69,70,139,25,1300,6107,1818,10399,0,9,2442,2014,5,1,33,14152,54499,34.7564856,-87.9722003
AL,999-005,BRENT - CENTREVILLE PUBLIC LIBRARY,BIBB,0,0,1,$42960.00,$18978.00,$0.00,7947,$69885.00,$40790.00,$7000.00,$0.00,$300.00,$7300.00,6500,$54590.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,21244,0,0,70,70,2,1976,53153,4158,20912,0,17,13906,2014,5,1,7,13672,22504,32.9482,-87.14828
AL,999-006,CHILTON - CLANTON PUBLIC LIBRARY,CHILTON,0,0,1,$146423.00,$43553.00,$0.00,34830,$224806.00,$142138.00,$14057.00,$0.00,$4749.00,$18806.00,57934,$218878.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,76507,0,0,70,70,3,6900,49903,8309,43647,0,19,15119,2014,5,1,21,15136,43836,32.8407531,-86.6244927
AL,999-007,CHOCTAW COUNTY PUBLIC LIBRARY,CHOCTAW,0,0,1.75,$39833.00,$13503.00,$0.00,22965,$76301.00,$74757.00,$16286.00,$0.00,$258.00,$16544.00,35009,$126310.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,80785,0,0,70,70,29,3785,22125,7234,31227,0,16,3815,2014,5,1,23,11032,13397,32.090181,-88.2200745
AL,999-008,CITRONELLE MEMORIAL LIBRARY,MOBILE,0,0,4,$84847.00,$3871.00,$0.00,937,$89655.00,$42613.00,$8835.00,$0.00,$386.00,$9221.00,38421,$90255.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,30517,0,0,70,70,31,1560,10200,3513,9411,0,11,6800,2014,5,1,97,15064,414560,31.09093,-88.2292
AL,999-009,GROVE HILL PUBLIC LIBRARY,CLARKE,0,0,1,$41138.00,$6428.00,$0.00,18707,$66273.00,,$3866.00,$18383.00,$1476.00,$23725.00,,$73029.00,$0.00,$0.00,$0.00,$0.00,$0.00,$720.00,14584,839,0,70,70,43,2001,7873,7425,5813,839,8,4514,2014,5,1,25,32080,25166,31.7053424,-87.7750514
AL,999-010,HUNTSVILLE - MADISON COUNTY PUBLIC LIBRARY,MADISON,0,26.5,34,$4611829.00,$337463.00,$15000.00,892095,$5856387.00,$3576667.00,$380715.00,$149005.00,$283805.00,$813525.00,1141533,$5531725.00,$0.00,$0.00,$15000.00,$56620.00,$71620.00,$198520.00,462025,2089,17,70,87,697,29207,1563230,150909,2296537,64477,345,358240,2014,5,1,89,37000,347073,34.7233808,-86.5902804
AL,999-011,EUTAW - JAMES C. POOLE JR. MEMORIAL LIBRARY,GREENE,0,0,1,$33475.00,$8852.00,$0.00,6444,$48771.00,,$6610.00,$0.00,$0.00,$6610.00,,$65067.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,16118,0,0,70,70,36,1849,19503,2831,8009,0,20,14162,2014,5,1,63,24664,8718,32.842769,-87.8878201
AL,999-012,GREENVILLE - BUTLER COUNTY PUBLIC LIBRARY,BUTLER,0,0,3,$214625.00,$20489.00,$7393.00,17372,$259879.00,$117980.00,$13208.00,$7000.00,$3153.00,$23361.00,38218,$179559.00,$0.00,$0.00,$0.00,$0.00,$0.00,$3161.00,40545,16226,7,70,77,25,2432,52255,18026,25836,359,18,15576,2014,5,1,13,31912,20289,31.8319039,-86.6261633
AL,999-013,HALE COUNTY LIBRARY,HALE,0,0,2,$11001.00,$7295.00,$0.00,27487,$45783.00,,$3532.00,$0.00,$47.00,$3579.00,,$44327.00,$0.00,$0.00,$0.00,$5366.00,$5366.00,$5365.00,16589,0,1,70,71,20,1605,11652,5534,5344,0,12,6307,2014,5,1,65,31720,15311,32.7040712,-87.5922125
AL,999-014,CHICKASAW - INA PULLEN SMALLWOOD MEMORIAL LIBRARY,MOBILE,0,0,1,$42450.00,$6053.00,$0.00,3046,$51549.00,$23390.00,$4799.00,$0.00,$715.00,$5514.00,4905,$33809.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,26627,0,3,70,73,38,1820,7400,3556,3131,0,10,1738,2014,5,1,97,14392,414560,30.7649243,-88.0783898
AL,999-015,JACKSON - WHITE SMITH MEMORIAL LIBRARY,CLARKE,0,0,1,$172860.00,$10034.00,$0.00,17284,$200178.00,$133744.00,$11000.00,$0.00,$0.00,$11000.00,39053,$183797.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,19882,0,410,70,480,13,2092,14919,9672,15715,0,23,9234,2014,5,1,25,38152,25166,31.5123009,-87.8937061
AL,999-016,MARION - PERRY COUNTY PUBLIC LIBRARY,PERRY,0,0,2,$31289.00,$7474.00,$0.00,2638,$41401.00,$19539.00,$2727.00,$0.00,$0.00,$2727.00,13033,$35299.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,15649,0,0,70,70,3,1444,12511,3236,4211,0,13,7169,2014,5,1,105,46768,9978,32.6342635,-87.3190838
AL,999-017,WOODVILLE PUBLIC LIBRARY,JACKSON,0,0,1,$27225.00,$4328.00,$0.00,4566,$36119.00,,$3804.00,$0.00,$524.00,$4328.00,,$36128.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,24325,0,0,70,70,23,1560,4459,4504,16234,0,10,1506,2014,5,1,71,83664,52944,34.6272358,-86.2747007
AL,999-018,CITY OF BAYOU LA BATRE PUBLIC LIBRARY,MOBILE,0,0,1,$35126.00,$2535.00,$0.00,467,$38128.00,,$6409.00,$0.00,$0.00,$6409.00,,$33342.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,23971,0,0,70,70,0,2000,10623,8936,35533,0,8,6029,2014,5,1,97,4684,414560,30.4252008,-88.2416029
AL,999-019,SCOTTSBORO PUBLIC LIBRARY,JACKSON,0,0,1,$146400.00,$27204.00,$0.00,41698,$215302.00,$151193.00,$20380.00,$0.00,$8544.00,$28924.00,48059,$228176.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,81182,27218,1,70,71,34,2496,58000,7229,41094,1680,10,11411,2014,5,1,71,68736,52944,34.6577986,-86.0351652
AL,999-020,ONEONTA PUBLIC LIBRARY,BLOUNT,0,2,5,$255620.00,$43297.00,$48050.00,39123,$386090.00,$208052.00,$24530.00,$8805.00,$7467.00,$40802.00,81426,$330280.00,$0.00,$0.00,$48050.00,$0.00,$48050.00,$67298.00,40686,5907,9,70,79,50,2305,68949,18944,88617,6071,24,9804,2014,5,1,9,57000,57720,33.944598,-86.4756872
AL,999-021,THOMASVILLE PUBLIC LIBRARY,CLARKE,0,1,4.4,$178174.00,$9033.00,$8980.00,26402,$222589.00,$139262.00,$11585.00,$14012.00,$9868.00,$35465.00,46592,$221319.00,$11789.00,$0.00,$0.00,$0.00,$11789.00,$11789.00,17248,3302,1,70,71,37,2496,45341,6060,45530,1544,26,13413,2014,5,1,25,75960,25166,31.9320968,-87.7370527
AL,999-022,MACON COUNTY - TUSKEGEE PUBLIC LIBRARY,MACON,0,1,1,$165036.00,$21017.00,$0.00,4370,$190423.00,$104110.00,$11099.00,$0.00,$6345.00,$17444.00,7559,$129113.00,$8000.00,$0.00,$0.00,$0.00,$8000.00,$0.00,9714,0,0,70,70,0,2280,25012,8886,16334,0,34,22019,2014,5,1,87,77304,19822,32.4219418,-85.689088
AL,999-023,MOUNDVILLE PUBLIC LIBRARY,HALE,0,0,2,$42082.00,$6037.00,$2000.00,2067,$52186.00,,$4250.00,$0.00,$0.00,$4250.00,,$51676.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,13478,0,0,70,70,10,3392,11016,2437,12242,0,17,9936,2014,5,1,65,51648,15311,32.9983447,-87.6311823
AL,999-024,UNIONTOWN PUBLIC LIBRARY,PERRY,0,0,1,$25140.00,$2818.00,$1500.00,2000,$31458.00,,$3570.00,$0.00,$160.00,$3730.00,,$23890.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,10813,0,0,70,70,0,2100,4200,4661,4985,0,19,300,2014,5,1,105,77904,9978,32.449444,-87.513613
AL,999-025,PRICHARD PUBLIC LIBRARY,MOBILE,0,0,5,$127053.00,$22461.00,$0.00,7423,$156937.00,$141026.00,$3598.00,$210.00,$7428.00,$11236.00,13130,$165392.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,68012,58,3,70,73,24,3020,25429,19712,19365,0,16,9542,2014,5,1,97,62496,414560,30.7322332,-88.0839418
AL,999-026,WASHINGTON COUNTY PUBLIC LIBRARY,WASHINGTON,0,1,1,$139013.00,$17208.00,$10000.00,267438,$433659.00,$223387.00,$17719.00,$8812.00,$1154.00,$27685.00,145367,$396439.00,$0.00,$0.00,$0.00,$99500.00,$99500.00,$73014.00,82723,6206,3,70,73,20,3192,39528,9881,14502,1450,32,23522,2014,5,1,129,14008,16842,31.4529431,-88.2090227
AL,999-030,EVERGREEN PUBLIC LIBRARY,CONECUH,0,0,1,$146204.00,$13002.00,$0.00,13760,$172966.00,$121009.00,$12239.00,$0.00,$3673.00,$15912.00,35788,$172709.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,34594,0,0,70,70,13,2236,10960,7224,34447,0,19,8900,2014,5,1,35,24808,12898,31.433966,-86.949201
AL,999-032,MOBILE PUBLIC LIBRARY,MOBILE,1,27,31,$8096395.00,$366775.00,$0.00,1174014,$9637184.00,$6288916.00,$805996.00,$128372.00,$317755.00,$1252123.00,2096145,$9637184.00,$0.00,$0.00,$60000.00,$0.00,$60000.00,$138860.00,638500,4956,19,70,89,566,21996,1439398,210131,1798527,-1,404,394212,2014,5,1,97,50000,414560,30.6871,-88.050915
AL,999-036,MONTGOMERY CITY-COUNTY PUBLIC LIBRARY,MONTGOMERY,0,11,45,$4377870.00,$230225.00,$60000.00,287431,$4955526.00,$3386230.00,$381323.00,$182045.00,$77344.00,$640712.00,681459,$4708401.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,538649,3846,25,70,95,820,28441,830907,181594,514695,21794,176,222240,2014,5,1,101,51000,227271,32.3718816,-86.3054022
AL,999-037,WHITE HALL PUBLIC LIBRARY,LOWNDES,0,1,1,$0.00,$2357.00,$0.00,0,$2357.00,,$453.00,$0.00,$216.00,$669.00,,$2803.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,12045,0,0,70,70,0,1040,181,740,439,0,5,30,2014,5,1,85,81912,10730,32.3015646,-86.7126351
AL,999-040,STEVENSON PUBLIC LIBRARY,JACKSON,0,0,1,$38255.00,$5299.00,$0.00,1433,$44987.00,,$3931.00,$0.00,$6468.00,$10399.00,,$45558.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,12455,0,0,70,70,0,1221,10150,3743,7560,0,10,5200,2014,5,1,71,73080,52944,34.8704105,-85.8362172
AL,516-002,KILLEN PUBLIC LIBRARY,LAUDERDALE,0,0,2,$52917.00,$8100.00,$0.00,3080,$64097.00,$35445.00,$13317.00,$0.00,$0.00,$13317.00,14256,$63018.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1080.00,25377,24,0,70,70,0,2316,25200,3665,22104,5,20,5413,2014,5,1,77,39784,92774,34.8590241,-87.5417043
AL,516-003,LEXINGTON - BURCHELL CAMPBELL MEMORIAL LIBRARY,LAUDERDALE,0,0,1,$15825.00,$4079.00,$0.00,758,$20662.00,,$4911.00,$0.00,$569.00,$5480.00,,$22981.00,$28775.00,$0.00,$0.00,$0.00,$28775.00,$0.00,15989,0,0,70,70,0,1508,20800,2151,7392,0,14,3640,2014,5,1,77,42640,92774,34.968624,-87.3711971
AL,999-043,AUTAUGA - PRATTVILLE PUBLIC LIBRARY,AUTAUGA,0,3,5,$445000.00,$54837.00,$6500.00,64600,$570937.00,$360061.00,$42542.00,$14550.00,$9716.00,$66808.00,121800,$548669.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,78760,11625,2,70,72,76,4536,159145,24902,174887,8643,35,127501,2014,5,1,1,62328,55136,32.45694,-86.4688389
AL,999-044,FAYETTE COUNTY MEMORIAL LIBRARY,FAYETTE,0,1,1,$31625.00,$17048.00,$0.00,128795,$177468.00,$81475.00,$16136.00,$1750.00,$2827.00,$20713.00,68689,$170877.00,$0.00,$0.00,$0.00,$0.00,$0.00,$2043.00,62921,57134,0,70,70,30,2335,36000,10089,36407,0,8,3987,2014,5,1,57,25840,16909,33.6874936,-87.8307842
AL,999-045,PHENIX CITY - RUSSELL COUNTY PUBLIC LIBRARY,RUSSELL,0,0,1,$278283.00,$54147.00,$3750.00,51454,$387634.00,$199528.00,$22500.00,$0.00,$4500.00,$27000.00,110156,$336684.00,$404699.00,$0.00,$0.00,$0.00,$404699.00,$404699.00,43607,0,0,70,70,50,2573,129288,38196,71823,0,33,49000,2014,5,1,113,59472,59430,32.4749617,-85.0160214
AL,999-046,SELMA - DALLAS COUNTY PUBLIC LIBRARY,DALLAS,0,1,4,$318431.00,$42292.00,$11453.00,173754,$545930.00,$323596.00,$30982.00,$4000.00,$7609.00,$42591.00,180691,$546878.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,82597,0,2,61,63,23,2573,168462,32491,76241,0,46,51558,2014,5,1,47,69120,42102,32.4090206,-87.0204842
